"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu201",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat-201.csv --noheaders",,,,"Date:","19 Dec 2016 17:09:57 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
0.808,0.217,98.828,0.088,0.0,0.059,29336.435,16770.481,0.0,0.0,0.0,0.0,714.269,2560.045,236900352.0,60669952.0,226721792.0,9842880512.0
0.877,0.376,98.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14635.0,14210.0,941.0,2681.0,237023232.0,60669952.0,226725888.0,9842753536.0
0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9751.0,12066.0,981.0,2720.0,236941312.0,60669952.0,226729984.0,9842831360.0
0.375,0.0,99.625,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,9821.0,12150.0,663.0,1883.0,236941312.0,60669952.0,226729984.0,9842831360.0
0.753,0.376,98.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9817.0,12132.0,1203.0,6200.0,237072384.0,60669952.0,226734080.0,9842696192.0
0.0,0.0,99.624,0.251,0.0,0.125,0.0,57344.0,0.0,0.0,9751.0,12066.0,307.0,892.0,237072384.0,60678144.0,226725888.0,9842696192.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9751.0,12066.0,313.0,888.0,237064192.0,60678144.0,226734080.0,9842696192.0
1.138,0.379,97.851,0.0,0.0,0.632,0.0,0.0,0.0,0.0,563272.0,616993.0,4962.0,12080.0,242266112.0,60678144.0,226734080.0,9837494272.0
2.532,1.392,94.177,0.0,0.0,1.899,0.0,0.0,0.0,0.0,1413457.0,1546159.0,11077.0,27329.0,245149696.0,60678144.0,226803712.0,9834541056.0
2.665,1.396,94.416,0.0,0.0,1.523,0.0,0.0,0.0,0.0,1421346.0,1554387.0,10826.0,26760.0,247648256.0,60678144.0,226873344.0,9831972864.0
1.772,1.519,94.684,0.0,0.0,2.025,0.0,36864.0,0.0,0.0,1438072.0,1571305.0,10334.0,26195.0,247959552.0,60686336.0,226938880.0,9831587840.0
2.538,1.777,94.036,0.127,0.0,1.523,0.0,4096.0,0.0,0.0,1441198.0,1577694.0,10187.0,25246.0,249065472.0,60686336.0,227012608.0,9830408192.0
2.795,1.271,94.028,0.0,0.0,1.906,0.0,0.0,0.0,0.0,1442365.0,1577862.0,10168.0,25288.0,250650624.0,60686336.0,227086336.0,9828749312.0
3.030,1.515,93.561,0.0,0.0,1.894,0.0,0.0,0.0,0.0,1428468.0,1563369.0,11313.0,27902.0,253607936.0,60686336.0,227160064.0,9825718272.0
2.509,1.631,93.726,0.0,0.0,2.133,0.0,0.0,0.0,0.0,1438999.0,1574820.0,10416.0,26584.0,254066688.0,60686336.0,227229696.0,9825189888.0
1.662,1.279,95.396,0.0,0.0,1.662,0.0,24576.0,0.0,0.0,1439192.0,1575079.0,10262.0,26198.0,254894080.0,60694528.0,227291136.0,9824292864.0
2.414,1.144,94.663,0.254,0.0,1.525,0.0,4096.0,0.0,0.0,1418240.0,1552310.0,10262.0,25856.0,255025152.0,60694528.0,227368960.0,9824083968.0
2.675,1.401,94.395,0.0,0.0,1.529,0.0,0.0,0.0,0.0,1439813.0,1575780.0,10535.0,29008.0,255049728.0,60694528.0,227438592.0,9823989760.0
1.790,1.023,95.396,0.0,0.0,1.790,0.0,0.0,0.0,0.0,1446880.0,1583452.0,10586.0,26855.0,255758336.0,60694528.0,227512320.0,9823207424.0
1.772,1.266,94.684,0.0,0.0,2.278,0.0,0.0,0.0,0.0,1440791.0,1576910.0,10218.0,26300.0,256770048.0,60694528.0,227581952.0,9822126080.0
2.033,1.144,94.663,0.0,0.0,2.160,0.0,20480.0,0.0,0.0,1426089.0,1558120.0,10347.0,26526.0,257093632.0,60702720.0,227643392.0,9821732864.0
10.480,8.586,75.253,0.253,0.0,5.429,0.0,4096.0,0.0,0.0,11232076.0,11040921.0,18991.0,93958.0,278609920.0,60702720.0,227717120.0,9800142848.0
25.162,19.974,45.525,0.0,0.0,9.339,0.0,0.0,0.0,0.0,30622203.0,29835328.0,44765.0,232607.0,283209728.0,60702720.0,227745792.0,9795514368.0
6.505,6.122,83.546,0.0,0.0,3.827,0.0,0.0,0.0,0.0,7929130.0,7938102.0,15936.0,72380.0,282664960.0,60702720.0,227782656.0,9796022272.0
2.904,1.768,93.561,0.0,0.0,1.768,0.0,0.0,0.0,0.0,1429726.0,1564448.0,11696.0,27182.0,283410432.0,60702720.0,227852288.0,9795207168.0
2.405,1.266,94.051,0.0,0.0,2.278,0.0,0.0,0.0,0.0,1409864.0,1543176.0,10758.0,26373.0,284442624.0,60710912.0,227913728.0,9794105344.0
2.390,1.509,93.836,0.252,0.0,2.013,0.0,20480.0,0.0,0.0,1425567.0,1559893.0,10177.0,25932.0,284753920.0,60710912.0,227991552.0,9793716224.0
2.155,1.394,94.297,0.0,0.0,2.155,0.0,0.0,0.0,0.0,1441994.0,1578394.0,10606.0,26625.0,285908992.0,60710912.0,228061184.0,9792491520.0
0.377,0.377,98.616,0.0,0.0,0.629,0.0,0.0,0.0,0.0,347329.0,381397.0,3398.0,7876.0,285736960.0,60710912.0,228102144.0,9792622592.0
0.378,0.126,99.370,0.0,0.0,0.126,0.0,0.0,0.0,0.0,39209.0,44032.0,1203.0,4706.0,285749248.0,60710912.0,228106240.0,9792606208.0
0.125,0.125,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14096.0,14035.0,707.0,2245.0,285749248.0,60710912.0,228106240.0,9792606208.0
0.878,0.0,98.871,0.251,0.0,0.0,0.0,20480.0,0.0,0.0,10315.0,12352.0,1256.0,3422.0,285696000.0,60719104.0,228102144.0,9792655360.0
0.377,0.377,99.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14137.0,13516.0,1375.0,3541.0,286363648.0,60719104.0,228110336.0,9791979520.0
0.376,0.0,99.498,0.0,0.0,0.125,0.0,77824.0,0.0,0.0,9693.0,11980.0,1063.0,2889.0,286322688.0,60719104.0,228110336.0,9792020480.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.0,12122.0,774.0,1971.0,286347264.0,60719104.0,228110336.0,9791995904.0
