"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu202",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat-202.csv --noheaders",,,,"Date:","19 Dec 2016 17:09:22 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
1.599,0.200,98.055,0.084,0.0,0.062,28619.605,16102.458,0.0,0.0,0.0,0.0,926.741,2767.918,260784128.0,49590272.0,225222656.0,11949719552.0
0.125,0.0,99.750,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17671.0,19422.0,443.0,1290.0,260767744.0,49590272.0,225222656.0,11949735936.0
0.250,0.125,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17257.0,18604.0,450.0,1341.0,260591616.0,49590272.0,225226752.0,11949907968.0
0.250,0.125,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17257.0,18604.0,417.0,1250.0,260591616.0,49590272.0,225226752.0,11949907968.0
0.250,0.0,99.625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17257.0,18604.0,435.0,1271.0,260599808.0,49590272.0,225226752.0,11949899776.0
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17327.0,18688.0,866.0,2340.0,260599808.0,49590272.0,225226752.0,11949899776.0
1.252,0.250,98.248,0.250,0.0,0.0,0.0,32768.0,0.0,0.0,21660.0,20659.0,1473.0,4938.0,260599808.0,49598464.0,225226752.0,11949891584.0
6.566,1.010,91.540,0.0,0.0,0.884,0.0,12288.0,0.0,0.0,1065883.0,1009411.0,12927.0,25950.0,265695232.0,49598464.0,225226752.0,11944796160.0
13.585,1.635,82.767,0.0,0.0,2.013,0.0,0.0,0.0,0.0,2710370.0,2574835.0,31278.0,66305.0,274264064.0,49598464.0,225226752.0,11936227328.0
13.459,1.635,82.642,0.0,0.0,2.264,0.0,0.0,0.0,0.0,2719860.0,2585992.0,30582.0,66288.0,276340736.0,49598464.0,225226752.0,11934150656.0
