"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat-203.csv --noheaders",,,,"Date:","19 Dec 2016 17:09:48 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
0.576,0.184,99.022,0.142,0.0,0.077,25439.132,15824.739,0.0,0.0,0.0,0.0,675.287,2637.014,243732480.0,32366592.0,226111488.0,11983106048.0
0.750,0.375,98.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10373.0,13062.0,870.0,2474.0,243527680.0,32366592.0,226115584.0,11983306752.0
0.625,0.125,99.250,0.0,0.0,0.0,0.0,65536.0,0.0,0.0,14195.0,13652.0,877.0,2427.0,242794496.0,32366592.0,226119680.0,11984035840.0
0.376,0.125,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9751.0,12285.0,686.0,2075.0,242675712.0,32366592.0,226119680.0,11984154624.0
0.624,0.125,99.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14154.0,13902.0,456.0,3198.0,242802688.0,32366592.0,226119680.0,11984027648.0
0.250,0.125,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9751.0,12066.0,321.0,936.0,242802688.0,32366592.0,226119680.0,11984027648.0
0.125,0.125,99.500,0.250,0.0,0.0,0.0,32768.0,0.0,0.0,9751.0,12066.0,311.0,885.0,242929664.0,32374784.0,226111488.0,11983900672.0
0.881,0.377,98.113,0.0,0.0,0.629,0.0,0.0,0.0,0.0,410800.0,467322.0,3569.0,8116.0,245563392.0,32374784.0,226119680.0,11981258752.0
1.017,0.889,96.188,0.0,0.0,1.906,0.0,0.0,0.0,0.0,1054301.0,1193052.0,8042.0,18083.0,249520128.0,32374784.0,226119680.0,11977302016.0
1.660,0.639,96.169,0.0,0.0,1.533,0.0,0.0,0.0,0.0,1059443.0,1198981.0,8424.0,18841.0,249876480.0,32374784.0,226119680.0,11976945664.0
2.136,1.131,94.598,0.0,0.0,2.136,0.0,0.0,0.0,0.0,1073288.0,1215176.0,8311.0,18696.0,250339328.0,32374784.0,226119680.0,11976482816.0
2.638,1.508,94.095,0.0,0.0,1.759,0.0,0.0,0.0,0.0,1080976.0,1223427.0,8821.0,19780.0,251133952.0,32374784.0,226119680.0,11975688192.0
2.408,1.014,95.057,0.253,0.0,1.267,0.0,36864.0,0.0,0.0,1075433.0,1217041.0,8644.0,19435.0,251461632.0,32382976.0,226119680.0,11975352320.0
2.267,1.134,94.710,0.0,0.0,1.889,0.0,0.0,0.0,0.0,1069366.0,1210729.0,8398.0,19003.0,251764736.0,32382976.0,226123776.0,11975045120.0
1.892,1.009,95.208,0.0,0.0,1.892,0.0,0.0,0.0,0.0,1079158.0,1219015.0,7976.0,18247.0,251486208.0,32382976.0,226123776.0,11975323648.0
2.146,1.010,94.949,0.0,0.0,1.894,0.0,0.0,0.0,0.0,1076971.0,1218886.0,8147.0,20860.0,252039168.0,32382976.0,226123776.0,11974770688.0
2.803,0.764,95.287,0.0,0.0,1.146,0.0,0.0,0.0,0.0,1059909.0,1199807.0,9093.0,20640.0,252284928.0,32382976.0,226127872.0,11974520832.0
2.522,0.631,95.082,0.252,0.0,1.513,0.0,32768.0,0.0,0.0,1076563.0,1219059.0,8101.0,18161.0,253018112.0,32391168.0,226127872.0,11973779456.0
1.887,1.006,94.843,0.0,0.0,2.264,0.0,0.0,0.0,0.0,1078336.0,1220908.0,8153.0,18211.0,252952576.0,32391168.0,226127872.0,11973844992.0
1.899,1.013,95.316,0.0,0.0,1.772,0.0,0.0,0.0,0.0,1077050.0,1219135.0,8027.0,18230.0,253120512.0,32391168.0,226127872.0,11973677056.0
1.523,0.761,95.812,0.0,0.0,1.904,0.0,0.0,0.0,0.0,1062429.0,1203067.0,7913.0,17907.0,253542400.0,32391168.0,226127872.0,11973255168.0
1.894,0.758,95.581,0.0,0.0,1.768,0.0,0.0,0.0,0.0,867478.0,980342.0,7516.0,16529.0,254152704.0,32391168.0,226127872.0,11972644864.0
0.882,0.252,97.985,0.0,0.0,0.882,0.0,4096.0,0.0,0.0,328802.0,371814.0,3842.0,8617.0,253927424.0,32391168.0,226127872.0,11972870144.0
1.509,1.132,95.346,0.126,0.0,1.887,0.0,20480.0,0.0,0.0,831277.0,943490.0,6970.0,15766.0,254439424.0,32399360.0,226127872.0,11972349952.0
1.646,1.139,95.823,0.0,0.0,1.392,0.0,0.0,0.0,0.0,1071373.0,1209945.0,8136.0,18356.0,254943232.0,32399360.0,226127872.0,11971846144.0
2.396,0.757,95.082,0.0,0.0,1.765,0.0,0.0,0.0,0.0,1054257.0,1193320.0,8120.0,18144.0,255582208.0,32399360.0,226127872.0,11971207168.0
2.369,0.998,94.015,0.0,0.0,2.618,0.0,0.0,0.0,0.0,1066083.0,1206704.0,8251.0,20313.0,256581632.0,32399360.0,226127872.0,11970207744.0
1.882,0.878,95.107,0.0,0.0,2.133,0.0,0.0,0.0,0.0,1082652.0,1225546.0,8075.0,18270.0,256942080.0,32399360.0,226127872.0,11969847296.0
0.504,0.126,98.615,0.126,0.0,0.630,0.0,16384.0,0.0,0.0,271601.0,306629.0,3114.0,6416.0,257183744.0,32407552.0,226131968.0,11969593344.0
0.375,0.125,99.374,0.0,0.0,0.125,0.0,0.0,0.0,0.0,39093.0,43916.0,1030.0,2425.0,257191936.0,32407552.0,226131968.0,11969585152.0
0.375,0.375,99.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.0,11980.0,787.0,2238.0,256937984.0,32407552.0,226131968.0,11969839104.0
