"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu201",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp3-dstat-201.csv --noheaders",,,,"Date:","19 Dec 2016 17:31:39 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
0.747,0.210,98.901,0.082,0.0,0.059,25946.853,15502.617,0.0,0.0,0.0,0.0,716.411,2534.802,232071168.0,62705664.0,233496576.0,9838899200.0
0.749,0.250,99.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10782.0,13716.0,927.0,2586.0,232214528.0,62705664.0,233504768.0,9838747648.0
0.125,0.251,99.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14997.0,14324.0,601.0,1685.0,232214528.0,62705664.0,233504768.0,9838747648.0
0.125,0.0,99.875,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,10144.0,12786.0,304.0,869.0,232214528.0,62705664.0,233504768.0,9838747648.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10078.0,12720.0,295.0,815.0,232214528.0,62705664.0,233504768.0,9838747648.0
0.375,0.375,98.875,0.250,0.0,0.125,0.0,28672.0,0.0,0.0,56743.0,63302.0,819.0,5188.0,232214528.0,62713856.0,233496576.0,9838747648.0
2.041,1.276,95.153,0.0,0.0,1.531,0.0,0.0,0.0,0.0,1346044.0,1473937.0,10287.0,25592.0,235884544.0,62713856.0,233517056.0,9835057152.0
2.767,1.635,93.711,0.0,0.0,1.887,0.0,0.0,0.0,0.0,1438756.0,1574548.0,10921.0,26575.0,238415872.0,62713856.0,233594880.0,9832448000.0
2.281,1.394,94.550,0.0,0.0,1.774,0.0,0.0,0.0,0.0,1440005.0,1575582.0,10292.0,26214.0,239849472.0,62713856.0,233660416.0,9830948864.0
2.157,1.523,94.797,0.0,0.0,1.523,0.0,0.0,0.0,0.0,1442604.0,1579931.0,10236.0,26358.0,241188864.0,62713856.0,233734144.0,9829535744.0
3.778,1.637,92.569,0.126,0.0,1.889,0.0,20480.0,0.0,0.0,1445884.0,1579672.0,10239.0,25158.0,245420032.0,62722048.0,233795584.0,9825234944.0
3.034,1.643,93.805,0.0,0.0,1.517,0.0,0.0,0.0,0.0,1444465.0,1581441.0,9466.0,22924.0,251371520.0,62722048.0,233877504.0,9819201536.0
2.278,1.392,94.430,0.0,0.0,1.899,0.0,0.0,0.0,0.0,1454324.0,1592627.0,8700.0,22182.0,251518976.0,62722048.0,233947136.0,9818984448.0
2.015,1.763,94.081,0.0,0.0,2.141,0.0,0.0,0.0,0.0,1452810.0,1590386.0,8941.0,22571.0,252887040.0,62722048.0,234016768.0,9817546752.0
10.966,10.574,74.543,0.0,0.0,3.916,0.0,0.0,0.0,0.0,14305231.0,14136144.0,22609.0,165049.0,268025856.0,62722048.0,234090496.0,9802334208.0
9.163,13.679,72.510,0.266,0.0,4.382,0.0,24576.0,0.0,0.0,17692518.0,17451576.0,25039.0,206015.0,273309696.0,62730240.0,234098688.0,9797033984.0
8.417,9.296,79.271,0.0,0.0,3.015,0.0,0.0,0.0,0.0,10899451.0,10889941.0,19353.0,129003.0,273637376.0,62730240.0,234123264.0,9796681728.0
3.153,1.892,93.317,0.0,0.0,1.639,0.0,0.0,0.0,0.0,1405295.0,1538265.0,12319.0,27080.0,274472960.0,62730240.0,234176512.0,9795792896.0
