"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu202",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp3-dstat-202.csv --noheaders",,,,"Date:","19 Dec 2016 17:31:03 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
2.527,0.191,97.142,0.079,0.0,0.061,25290.423,14799.233,0.0,0.0,0.0,0.0,972.597,2783.955,238628864.0,51515392.0,230645760.0,11964526592.0
0.125,0.0,99.625,0.250,0.0,0.0,0.0,45056.0,0.0,0.0,18014.0,19974.0,475.0,1385.0,238645248.0,51523584.0,230637568.0,11964510208.0
0.125,0.125,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17704.0,19426.0,506.0,1413.0,238985216.0,51523584.0,230649856.0,11964157952.0
0.250,0.125,99.501,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17584.0,19350.0,453.0,1290.0,238866432.0,51523584.0,230649856.0,11964276736.0
1.126,0.250,98.498,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17584.0,19258.0,1144.0,3189.0,238923776.0,51523584.0,230649856.0,11964219392.0
1.631,0.502,97.616,0.0,0.0,0.251,0.0,0.0,0.0,0.0,125529.0,127182.0,1830.0,5843.0,239169536.0,51523584.0,230649856.0,11963973632.0
33.753,5.542,58.816,0.126,0.0,1.763,0.0,20480.0,0.0,0.0,3184748.0,3066462.0,24018.0,103799.0,251568128.0,51531776.0,230707200.0,11951509504.0
33.249,4.949,59.772,0.127,0.0,1.904,0.0,4096.0,0.0,0.0,3367389.0,3254530.0,23404.0,110252.0,255852544.0,51531776.0,230785024.0,11947147264.0
32.789,5.528,59.045,0.126,0.0,2.513,0.0,0.0,0.0,0.0,3382507.0,3267974.0,23871.0,111156.0,258977792.0,51531776.0,230854656.0,11943952384.0
33.543,5.151,59.171,0.126,0.0,2.010,0.0,0.0,0.0,0.0,3384825.0,3270820.0,23437.0,111948.0,262967296.0,51531776.0,230924288.0,11939893248.0
33.165,5.801,59.142,0.126,0.0,1.765,0.0,0.0,0.0,0.0,3378699.0,3265625.0,23852.0,114543.0,266878976.0,51531776.0,230993920.0,11935911936.0
33.375,5.542,59.194,0.0,0.0,1.889,0.0,0.0,0.0,0.0,3387076.0,3275224.0,23769.0,112730.0,273002496.0,51531776.0,231067648.0,11929714688.0
32.274,6.226,59.593,0.127,0.0,1.779,0.0,24576.0,0.0,0.0,3415850.0,3304268.0,24133.0,113690.0,277057536.0,51539968.0,231141376.0,11925577728.0
32.877,6.102,58.655,0.0,0.0,2.366,0.0,0.0,0.0,0.0,3401619.0,3288344.0,23608.0,111200.0,279080960.0,51539968.0,231206912.0,11923488768.0
31.877,5.270,60.668,0.0,0.0,2.185,0.0,0.0,0.0,0.0,5940440.0,5788280.0,21245.0,91331.0,282062848.0,51539968.0,231247872.0,11920465920.0
32.111,3.919,61.188,0.126,0.0,2.655,0.0,0.0,0.0,0.0,6242778.0,6081168.0,15874.0,67340.0,282873856.0,51539968.0,231264256.0,11919638528.0
29.987,3.431,64.549,0.0,0.0,2.033,0.0,20480.0,0.0,0.0,4974862.0,4832767.0,17594.0,70209.0,283660288.0,51548160.0,231288832.0,11918819328.0
32.368,6.171,59.194,0.252,0.0,2.015,0.0,4096.0,0.0,0.0,3304256.0,3189496.0,22906.0,111359.0,286859264.0,51548160.0,231366656.0,11915542528.0
32.668,6.733,58.853,0.0,0.0,1.746,0.0,0.0,0.0,0.0,3318623.0,3204619.0,23748.0,110241.0,289247232.0,51548160.0,231436288.0,11913084928.0
30.907,6.769,59.898,0.0,0.0,2.427,0.0,4096.0,0.0,0.0,3351760.0,3237284.0,23549.0,110790.0,292651008.0,51548160.0,231501824.0,11909615616.0
33.082,4.906,59.371,0.126,0.0,2.516,0.0,0.0,0.0,0.0,3370127.0,3256595.0,23682.0,111274.0,295571456.0,51548160.0,231575552.0,11906621440.0
31.486,7.053,59.320,0.126,0.0,2.015,0.0,0.0,0.0,0.0,3396172.0,3282320.0,23433.0,113808.0,298061824.0,51548160.0,231645184.0,11904061440.0
31.801,5.875,59.770,0.255,0.0,2.299,0.0,20480.0,0.0,0.0,3360833.0,3245169.0,23758.0,110606.0,301080576.0,51556352.0,231714816.0,11900964864.0
32.994,4.586,59.745,0.0,0.0,2.675,0.0,0.0,0.0,0.0,3374550.0,3262715.0,23506.0,111038.0,303960064.0,51556352.0,231788544.0,11898011648.0
33.083,5.890,58.897,0.0,0.0,2.130,0.0,32768.0,0.0,0.0,3297022.0,3182288.0,23235.0,111982.0,306774016.0,51556352.0,231854080.0,11895132160.0
32.663,6.281,58.668,0.126,0.0,2.261,0.0,0.0,0.0,0.0,3340932.0,3228574.0,22800.0,110017.0,309526528.0,51556352.0,231927808.0,11892305920.0
32.412,6.281,59.171,0.0,0.0,2.136,0.0,16384.0,0.0,0.0,3360703.0,3246003.0,23577.0,112582.0,312180736.0,51564544.0,231989248.0,11889582080.0
34.848,4.167,60.227,0.126,0.0,0.631,0.0,4096.0,0.0,0.0,1056932.0,1028496.0,11780.0,65612.0,312524800.0,51564544.0,232026112.0,11889201152.0
32.750,3.875,63.250,0.125,0.0,0.0,0.0,0.0,0.0,0.0,17676.0,19290.0,2820.0,22005.0,312524800.0,51564544.0,232026112.0,11889201152.0
33.873,3.861,62.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17708.0,19366.0,2179.0,18860.0,312541184.0,51564544.0,232026112.0,11889184768.0
33.166,4.146,62.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17676.0,19334.0,2013.0,18370.0,312549376.0,51564544.0,232026112.0,11889176576.0
33.083,4.386,62.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17986.0,19274.0,3557.0,28381.0,312549376.0,51564544.0,232026112.0,11889176576.0
33.375,4.125,62.250,0.250,0.0,0.0,0.0,20480.0,0.0,0.0,17616.0,19274.0,2870.0,22865.0,312541184.0,51572736.0,232017920.0,11889184768.0
32.541,4.130,63.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,19290.0,3024.0,31475.0,312541184.0,51572736.0,232026112.0,11889176576.0
33.417,4.506,62.078,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,17616.0,19274.0,3912.0,25825.0,312516608.0,51572736.0,232026112.0,11889201152.0
33.835,4.010,62.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17742.0,19356.0,2038.0,17585.0,312516608.0,51572736.0,232026112.0,11889201152.0
32.170,5.611,62.095,0.0,0.0,0.125,0.0,0.0,0.0,0.0,22019.0,21329.0,3749.0,30118.0,312647680.0,51572736.0,232030208.0,11889065984.0
33.792,3.755,62.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17718.0,19340.0,2575.0,19684.0,312647680.0,51572736.0,232030208.0,11889065984.0
