"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp1-dstat-203.csv --noheaders",,,,"Date:","19 Dec 2016 16:54:39 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
0.584,0.179,99.024,0.151,0.0,0.063,28518.128,15279.765,0.0,0.0,0.0,0.0,584.038,2475.090,258105344.0,30396416.0,221155328.0,11975659520.0
0.376,0.0,99.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14481.0,15399.0,790.0,2372.0,257765376.0,30396416.0,221388800.0,11975766016.0
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10072.0,12678.0,769.0,2132.0,257699840.0,30396416.0,221310976.0,11975909376.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10078.0,12720.0,314.0,876.0,257699840.0,30396416.0,221310976.0,11975909376.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10078.0,12720.0,305.0,850.0,257699840.0,30396416.0,221310976.0,11975909376.0
1.134,0.252,97.859,0.378,0.0,0.378,0.0,73728.0,0.0,0.0,449483.0,493327.0,3758.0,9437.0,259477504.0,30404608.0,221302784.0,11974131712.0
2.538,1.396,94.670,0.0,0.0,1.396,0.0,0.0,0.0,0.0,1412346.0,1545384.0,10267.0,25752.0,262668288.0,30404608.0,221323264.0,11970920448.0
2.411,1.523,94.289,0.0,0.0,1.777,0.0,0.0,0.0,0.0,1430038.0,1564967.0,10408.0,26211.0,265035776.0,30404608.0,221409280.0,11968466944.0
2.166,1.146,94.904,0.0,0.0,1.783,0.0,0.0,0.0,0.0,1445599.0,1582335.0,10396.0,26336.0,267190272.0,30404608.0,221483008.0,11966238720.0
2.043,1.022,95.147,0.0,0.0,1.788,0.0,0.0,0.0,0.0,1411512.0,1544892.0,10190.0,25599.0,262381568.0,30404608.0,221552640.0,11970977792.0
2.423,1.786,93.367,0.128,0.0,2.296,0.0,24576.0,0.0,0.0,1423788.0,1558053.0,11366.0,28344.0,264708096.0,30412800.0,221609984.0,11968585728.0
2.535,1.521,93.916,0.0,0.0,2.028,0.0,0.0,0.0,0.0,1434670.0,1567758.0,11003.0,27922.0,267653120.0,30412800.0,221696000.0,11965554688.0
