"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu202",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp1-dstat-202.csv --noheaders",,,,"Date:","19 Dec 2016 16:54:12 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
0.625,0.168,99.072,0.087,0.0,0.048,32069.114,16064.630,0.0,0.0,0.0,0.0,700.819,2195.039,245911552.0,47792128.0,221806592.0,11969806336.0
0.250,0.125,99.375,0.250,0.0,0.0,0.0,73728.0,0.0,0.0,17650.0,19984.0,463.0,1373.0,245944320.0,47800320.0,221855744.0,11969716224.0
0.250,0.501,99.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17710.0,19420.0,539.0,1780.0,246259712.0,47800320.0,221863936.0,11969392640.0
0.250,0.125,99.501,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17650.0,19360.0,455.0,1289.0,245850112.0,47800320.0,221863936.0,11969802240.0
0.250,0.125,99.500,0.0,0.0,0.125,0.0,16384.0,0.0,0.0,22327.0,21787.0,516.0,1533.0,245874688.0,47800320.0,221863936.0,11969777664.0
12.358,2.144,84.994,0.0,0.0,0.504,0.0,0.0,0.0,0.0,983013.0,947840.0,7707.0,31997.0,248983552.0,47800320.0,221863936.0,11966668800.0
33.168,6.211,58.882,0.124,0.0,1.615,0.0,0.0,0.0,0.0,3161342.0,3061205.0,23592.0,95838.0,260616192.0,47800320.0,221917184.0,11954982912.0
31.400,6.053,60.151,0.126,0.0,2.270,0.0,36864.0,0.0,0.0,3209075.0,3110886.0,22792.0,98142.0,264871936.0,47808512.0,221990912.0,11950645248.0
33.459,5.388,59.273,0.125,0.0,1.754,0.0,0.0,0.0,0.0,3238687.0,3138915.0,22819.0,100009.0,268812288.0,47808512.0,222060544.0,11946635264.0
31.824,5.660,59.623,0.0,0.0,2.893,0.0,65536.0,0.0,0.0,3165299.0,3067320.0,22309.0,100373.0,272543744.0,47808512.0,222130176.0,11942834176.0
31.686,6.210,60.330,0.0,0.0,1.774,0.0,0.0,0.0,0.0,3184855.0,3086360.0,22655.0,96477.0,275595264.0,47808512.0,222195712.0,11939717120.0
31.370,5.250,60.948,0.0,0.0,2.433,0.0,0.0,0.0,0.0,3207842.0,3108370.0,23569.0,98335.0,280489984.0,47808512.0,222273536.0,11934744576.0
32.206,6.266,59.524,0.125,0.0,1.880,0.0,24576.0,0.0,0.0,3207831.0,3108757.0,23488.0,99467.0,284258304.0,47816704.0,222347264.0,11930894336.0
32.497,5.270,59.849,0.125,0.0,2.258,0.0,0.0,0.0,0.0,3211229.0,3112353.0,23019.0,96340.0,287297536.0,47816704.0,222420992.0,11927781376.0
33.625,4.625,59.250,0.125,0.0,2.375,0.0,8192.0,0.0,0.0,3179454.0,3078483.0,22253.0,97466.0,289886208.0,47816704.0,222486528.0,11925127168.0
33.292,6.133,58.824,0.0,0.0,1.752,0.0,0.0,0.0,0.0,3183982.0,3085335.0,22389.0,99051.0,292237312.0,47816704.0,222560256.0,11922702336.0
33.504,3.836,60.742,0.128,0.0,1.790,0.0,0.0,0.0,0.0,3175496.0,3077274.0,22400.0,97148.0,295084032.0,47816704.0,222625792.0,11919790080.0
33.165,4.430,60.127,0.127,0.0,2.152,0.0,36864.0,0.0,0.0,3186597.0,3088092.0,22236.0,97597.0,298545152.0,47824896.0,222695424.0,11916251136.0
32.908,4.464,60.714,0.0,0.0,1.913,0.0,0.0,0.0,0.0,3203552.0,3104625.0,22148.0,99506.0,300666880.0,47824896.0,222765056.0,11914059776.0
31.538,5.256,61.026,0.0,0.0,2.179,0.0,0.0,0.0,0.0,3192232.0,3092068.0,22298.0,97990.0,303943680.0,47824896.0,222834688.0,11910713344.0
32.911,5.190,59.873,0.0,0.0,2.025,0.0,0.0,0.0,0.0,3218667.0,3119075.0,22338.0,99721.0,306778112.0,47824896.0,222908416.0,11907805184.0
33.206,4.326,60.687,0.127,0.0,1.654,0.0,0.0,0.0,0.0,3184925.0,3087088.0,22593.0,98390.0,309641216.0,47824896.0,222978048.0,11904872448.0
31.726,6.091,59.898,0.254,0.0,2.030,0.0,20480.0,0.0,0.0,3201281.0,3102553.0,22442.0,98544.0,311865344.0,47833088.0,223043584.0,11902574592.0
31.888,5.230,60.969,0.0,0.0,1.913,0.0,0.0,0.0,0.0,3189088.0,3090297.0,22362.0,96837.0,315252736.0,47833088.0,223113216.0,11899117568.0
32.547,6.087,58.882,0.0,0.0,2.484,0.0,0.0,0.0,0.0,3176237.0,3075790.0,22299.0,98536.0,317132800.0,47833088.0,223182848.0,11897167872.0
34.134,4.930,60.177,0.126,0.0,0.632,0.0,0.0,0.0,0.0,1041942.0,1018754.0,11923.0,57648.0,317407232.0,47833088.0,223240192.0,11896836096.0
34.040,3.367,62.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,19274.0,2211.0,14930.0,317046784.0,47833088.0,223240192.0,11897196544.0
33.041,4.005,62.703,0.250,0.0,0.0,0.0,24576.0,0.0,0.0,17616.0,19366.0,2523.0,16996.0,317034496.0,47841280.0,223244288.0,11897196544.0
31.995,5.395,62.610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17814.0,19580.0,2218.0,17221.0,317067264.0,47841280.0,223244288.0,11897163776.0
33.626,3.890,62.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,19366.0,2192.0,16262.0,317042688.0,47841280.0,223244288.0,11897188352.0
32.834,4.619,62.422,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17742.0,19400.0,1972.0,17956.0,317050880.0,47841280.0,223244288.0,11897180160.0
34.793,2.879,62.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,19274.0,1585.0,13492.0,317091840.0,47841280.0,223244288.0,11897139200.0
32.791,5.006,61.952,0.250,0.0,0.0,0.0,20480.0,0.0,0.0,17676.0,19334.0,2503.0,17590.0,319385600.0,47849472.0,223244288.0,11894837248.0
34.043,3.379,62.453,0.125,0.0,0.0,0.0,0.0,0.0,0.0,17676.0,19350.0,2070.0,16161.0,319311872.0,47849472.0,223244288.0,11894910976.0
33.960,3.509,62.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22121.0,21579.0,2144.0,15047.0,319393792.0,47849472.0,223244288.0,11894829056.0
33.291,4.397,62.312,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,17890.0,19830.0,2410.0,16673.0,319275008.0,47849472.0,223244288.0,11894947840.0
33.792,4.506,61.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22491.0,20994.0,3082.0,23524.0,319000576.0,47849472.0,223248384.0,11895218176.0
34.962,2.757,62.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,19274.0,2335.0,15478.0,318980096.0,47849472.0,223252480.0,11895234560.0
32.873,3.764,63.112,0.251,0.0,0.0,0.0,28672.0,0.0,0.0,17682.0,19340.0,2433.0,17139.0,318980096.0,47857664.0,223252480.0,11895226368.0
33.835,2.757,63.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,19290.0,2463.0,15565.0,318980096.0,47857664.0,223252480.0,11895226368.0
33.667,4.005,62.328,0.0,0.0,0.0,0.0,1388544.0,0.0,0.0,17964.0,19274.0,2346.0,17673.0,318980096.0,47857664.0,223252480.0,11895226368.0
